"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union","rec_ID"
"15-49",7347,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,5.581538462,5.371412254,0.210126207,NA,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2014,2014,2014.024658,2014.326027,"2014 MDHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7347_2014_NA"
"15-49",6001,NA,NA,NA,NA,7.357930315,7.086548895,0.162563514,2.392448474,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2015,2015,2015.246575,2015.410959,"2015 PMA-R3","PMA",0,"PMA2015_ETR3_HHQFQ_v1_15Dec2016",0.118745243,0.411157391,0.176149794,0.00564269,0.000637705,0.00245649,0,"0_6001_2015_NA"
"15-49",5808,NA,NA,NA,NA,5.597805175,5.408671055,0.189134119,1.856946496,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2016,2016,2016,2016.494536,"2016 DHS","DHS",0,"et71",0.093192295,0.329477178,0.161698801,0.002968967,0.000194976,0.001187842,0,"0_5808_2016_NA"
"15-49",6115,NA,NA,NA,NA,7.725647185,7.10992821,0.329954727,2.504146565,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2016,2016,2016.163934,2016.327869,"2016 PMA-R4","PMA",0,"PMA2016_ETR4_HHQFQ_v1_15Dec2016",0.117558399,0.411783133,0.154255466,0.006380679,0.001249512,0.001988465,0,"0_6115_2016_NA"
"15-49",7480,NA,NA,NA,NA,6.938286284,6.430066511,0.277619594,3.33215207,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2017,2017,2017.246575,2017.408219,"2017 PMA-R5","PMA",0,"PMA2017_ETR5_HHQFQ_v2_6Nov2018",0.135924513,0.356978069,0.208870041,0.004652979,0.000462883,0.003516175,0,"0_7480_2017_NA"
"15-49",7656,NA,NA,NA,NA,6.583439353,5.735612685,0.25130207,2.264849962,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2018,2018,2018.413699,2018.578082,"2018 PMA-R6","PMA",0,"PMA2018_ETR6_HHQFQ_v3_14Jun2019",0.124158634,0.328538482,0.172835179,0.006703787,0.000823369,0.003699945,0,"0_7656_2018_NA"
"15-49",7685,NA,NA,NA,NA,4.223751316,4.058945868,0.164805448,NA,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2019,2019,2019.161644,2019.493151,"2019 DHS","DHS",0,"et81",0.165802112,0.731819186,NA,0.006512383,0.001204109,NA,0,"0_7685_2019_NA"
"15-49",9014,NA,NA,NA,NA,7.066983442,6.197629461,0.506801953,1.612875596,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2019,2019,2019.747945,2019.915068,"2019 PMA","PMA",0,"PMA2019_ET_HQFQ_CrossSection_v2.0_30Apr2021",0.120387625,0.328026136,0.16567008,0.00485157,0.001196965,0.002251298,0,"0_9014_2019_NA"
"18-49",7511,NA,NA,NA,NA,74.34869739,72.34468938,2.004008016,NA,NA,NA,NA,"UW","+",NA,NA,0,246,"Finland",1992,1992,1992,1992,"1992 SS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7511_1992_NA"
"18-49",3092,NA,NA,NA,NA,72.45179063,67.21763085,5.23415978,NA,NA,NA,NA,"UW","+",NA,NA,0,246,"Finland",1999,1999,1999,1999,"1999 SS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_3092_1999_NA"
"18-49",7512,NA,NA,NA,NA,73.4557596,68.44741235,5.008347245,NA,NA,NA,NA,"UW","+",NA,NA,1,246,"Finland",2007,2007,2007,2007,"2007 SS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7512_2007_NA"
"18-49",7513,NA,NA,NA,NA,77.07317073,71.95121951,5.12195122,NA,NA,NA,NA,"UW","+",NA,NA,0,246,"Finland",2015,2015,2015,2015,"2015 SS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7513_2015_NA"
"20-44",3095,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,52.10528736,41.46275862,10.64252874,NA,NA,NA,NA,"UW","+",NA,NA,0,250,"France",1977,1978,1977.915068,1978.99726,"1977-1978 WFS","WFS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_3095_1977_NA"
"18-49",5430,"Contraceptive use questions were asked only among women with a partner.","Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,31.5,31.3,0.2,NA,NA,NA,NA,"PW","+","+",NA,1,250,"France",2005,2005,2005.734247,2005.920548,"2005 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5430_2005_NA"
"21-49",5431,"Contraceptive use questions were asked only among women with a partner.","Modern methods exclude female and male sterilisation.",NA,NA,31.2,29.6,1.6,NA,NA,NA,NA,"PW","+","-",NA,1,250,"France",2008,2008,2008.800546,2008.945355,"2008 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5431_2008_NA"
"15-49",5589,NA,NA,NA,NA,58.4,56,2.4,NA,NA,NA,NA,"UW","0",NA,NA,0,250,"France",2010,2011,2010.413699,2011.082192,"2010 Enquête Fecond","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5589_2010_NA"
"15-49",1737,NA,NA,NA,NA,38.92161238,18.01315435,20.90845803,13.40049129,NA,NA,NA,"UW","0",NA,NA,0,266,"Gabon",2000,2000,2000.497268,2001.082192,"2000 DHS","DHS",0,"ga41",0.075155141,0.056375113,0.072708335,0.010594092,0.008780325,0.008332295,0,"0_1737_2000_NA"
"15-49",5054,NA,NA,NA,NA,36.40350076,29.0939263,7.30957446,14.31888674,NA,NA,NA,"UW","0",NA,NA,0,266,"Gabon",2012,2012,2012,2012.412568,"2012 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5054_2012_NA"
"15-49",2797,"Estimated from data reported for all women and married/in-union women.","Traditional methods include folk methods.",NA,NA,7.621301775,5.307100592,2.314201183,NA,NA,NA,NA,"UW","0",NA,"Including folk methods.",0,270,"Gambia",1990,1990,1990,1990,"1990 GCPFDS","CPS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_2797_1990_NA"
"15-49",4998,NA,NA,NA,NA,7.171306998,6.188237139,0.983069859,NA,NA,NA,NA,"UW","0",NA,NA,1,270,"Gambia",2010,2010,2010.246575,2010.663014,"2010 MICS","MICS",0,"gmwm4",0.093358978,0.235370192,0.137023357,0.005401368,0.002283807,0.00535939,0,"0_4998_2010_NA"
"15-49",5462,NA,NA,NA,NA,3.493248831,3.407301861,0.085946969,2.119621722,NA,NA,NA,"UW","0",NA,NA,0,270,"Gambia",2013,2013,2013.084932,2013.326027,"2013 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5462_2013_NA"
"15-49",7579,NA,NA,NA,NA,3.941133245,3.885063788,0.056069457,NA,NA,NA,NA,"UW","0",NA,NA,1,270,"Gambia",2018,2018,2018,2018.326027,"2018 MICS","MICS",0,"gmwm6",0.1076659,0.919988082,0.128518474,0.004019088,0.000515391,0.003044976,0,"0_7579_2018_NA"
"15-49",7686,NA,NA,NA,NA,3.892158913,3.818850941,0.073307971,2.378436907,NA,NA,NA,"UW","0",NA,NA,0,270,"Gambia",2019,2020,2019.832877,2020.245902,"2019-2020 DHS","DHS",0,"gm81",0.127403704,0.608801198,0.148352719,0.004678779,0.000445818,0.003421237,0,"0_7686_2019_NA"
"15-44",107,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,0.532582984,0.532582984,0,NA,NA,NA,NA,"UW","?",NA,NA,0,268,"Georgia",1999,2000,1999.832877,2000.245902,"1999 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_107_1999_NA"
"15-44",715,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,0.986708019,0.969605671,0.017102348,NA,NA,NA,NA,"UW","?",NA,NA,0,268,"Georgia",2005,2005,2005.161644,2005.663014,"2005 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_715_2005_NA"
"18-49",5433,"Contraceptive use questions were asked only among women with a partner.","Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,1.9,1.6,0.3,NA,NA,NA,NA,"PW","+","+",NA,1,268,"Georgia",2006,2006,2006.161644,2006.408219,"2006 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5433_2006_NA"
"21-49",5432,"Contraceptive use questions were asked only among women with a partner.","Modern methods exclude female and male sterilisation.",NA,NA,0.2,0.1,0.1,NA,NA,NA,NA,"PW","+","-",NA,1,268,"Georgia",2009,2009,2009.246575,2009.493151,"2009 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5432_2009_NA"
"15-44",5453,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,1.117000912,1.081540565,0.035460346,NA,NA,NA,NA,"UW","?",NA,NA,0,268,"Georgia",2010,2010,2010.747945,2011.158904,"2010 RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5453_2010_NA"
"15-49",7580,NA,NA,NA,NA,2.638753268,2.615797388,0.02295588,NA,NA,NA,NA,"UW","0",NA,NA,0,268,"Georgia",2018,2018,2018.665753,2018.99726,"2018 MICS","MICS",0,"gewm6",0.260608802,1.0009941,NA,0.005549246,5.62e-05,NA,0,"0_7580_2018_NA"
"18-50",9015,NA,"Other method category assigned equally to modern and traditional method use.",NA,"Data pertain to women who are not legally married.",62.19931271,50,12.19931271,NA,NA,"+",NA,"UW","+",NA,NA,1,276,"Germany",1970,1971,1970.832877,1971.082192,"1970 SBW","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_9015_1970_NA"
"16-49",9016,NA,NA,NA,"Data pertain to women who are not legally married.",59.48113208,45.80188679,13.67924528,NA,NA,"+",NA,"UW","0",NA,NA,0,276,"Germany",1972,1972,1972.330601,1972.494536,"1972 FaGA","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_9016_1972_NA"
"15-44",6030,NA,NA,"Data pertain to West Germany only.","Including women in cohabiting unions.",71.53636364,62.69090909,8.845454545,NA,"Data pertain to West Germany only.","+",NA,"UW","?",NA,NA,0,276,"Germany",1985,1985,1985.747945,1985.912329,"1985 FPB","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_6030_1985_Data pertain to West Germany only."
"18-49",5434,"Contraceptive use questions were asked only among women with a partner.","Modern methods include some cases of sterilisation for non-contraceptive reasons.",NA,NA,29.1,28.7,0.4,NA,NA,NA,NA,"PW","+","+",NA,1,276,"Germany",2005,2005,2005.142466,2005.358904,"2005 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5434_2005_NA"
"15-49",1753,NA,NA,NA,NA,10.89406461,3.531179564,7.362885049,NA,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",1988,1988,1988.084699,1988.494536,"1988 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1753_1988_NA"
"15-49",1754,NA,NA,NA,NA,15.75846834,7.290132548,8.468335788,3.24005891,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",1993,1994,1993.665753,1994.158904,"1993 DHS","DHS",0,"gh31",0.111549803,0.092832612,0.163777607,0.007572739,0.007242564,0.005124848,0,"0_1754_1993_NA"
"15-49",1751,NA,NA,NA,NA,10.81897641,5.827381189,4.99159522,8.690557492,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",1998,1999,1998.832877,1999.158904,"1998 DHS","DHS",0,"gh41",0.113933895,0.123931271,0.096336113,0.00584136,0.005036855,0.006570676,0,"0_1751_1998_NA"
"15-49",1752,NA,NA,NA,NA,13.21705638,9.640581127,3.576475255,7.810085547,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2003,2003,2003.49589,2003.830137,"2003 DHS","DHS",0,"gh4b",0.082847795,0.152459128,0.090447985,0.002674403,0.00197728,0.002923473,0,"0_1752_2003_NA"
"15-49",166,NA,NA,NA,NA,9.819265537,8.245195223,1.574070315,NA,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2006,2006,2006.580822,2006.830137,"2006 MICS","MICS",0,"ghwm3",0.08510098,0.225484604,NA,0.006378504,0.00347455,NA,0,"0_166_2006_NA"
"15-49",4688,NA,NA,NA,NA,13.47338484,9.132310505,4.341074331,7.885853843,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2008,2008,2008.666667,2008.912568,"2008 DHS","DHS",0,"gh5a",0.087595719,0.126888298,0.099279518,0.006912405,0.005122362,0.006929301,0,"0_4688_2008_NA"
"15-49",5000,NA,NA,NA,NA,21.04950394,16.76422914,4.2852748,NA,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2011,2011,2011.665753,2011.99726,"2011 MICS","MICS",0,"ghwm4",0.072990584,0.119009755,0.074996057,0.009174487,0.004479222,0.006160049,0,"0_5000_2011_NA"
"15-49",5602,NA,NA,NA,NA,8.800961967,6.63583992,1.202799663,12.64708976,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2013,2013,2013.49589,2013.912329,"2013 PMA-R1","PMA",0,"PMA2013_GHR1_HHQFQ_v2_20Oct2017",0.118036182,0.685319025,0.131256446,0.007062492,0.007993004,0.011122408,0,"0_5602_2013_NA"
"15-49",5766,NA,NA,NA,NA,10.78422146,9.283975737,0.985606495,12.13840391,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2014,2014,2014.084932,2014.410959,"2014 PMA-R2","PMA",0,"PMA2014_GHR2_HHQFQ_v1_23Dec2016",0.115262556,0.368310824,0.1083643,0.009426747,0.003586399,0.009123368,0,"0_5766_2014_NA"
"15-49",5767,NA,NA,NA,NA,15.93058828,12.83928043,2.116729211,10.00814981,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2014,2014,2014.665753,2014.99726,"2014 PMA-R3","PMA",0,"PMA2014_GHR3_HHQFQ_v1_23Dec2016",0.123526401,0.214298997,0.128200956,0.013737927,0.004386991,0.009490439,0,"0_5767_2014_NA"
"15-49",5778,NA,NA,NA,NA,17.75757373,12.90521027,4.852363453,10.10332226,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2014,2014,2014.665753,2014.99726,"2014 DHS","DHS",0,"gh72",0.067880527,0.120065003,0.069207046,0.007011598,0.005211322,0.005820744,0,"0_5778_2014_NA"
"15-49",5995,NA,NA,NA,NA,19.67904733,15.28403269,3.444440372,12.62923432,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2015,2015,2015.328767,2015.493151,"2015 PMA-R4","PMA",0,"PMA2015_GHR4_HHQFQ_v1_23Dec2016",0.089336613,0.186463533,0.110246354,0.01082544,0.005904119,0.01024356,0,"0_5995_2015_NA"
"15-49",7360,NA,NA,NA,NA,18.77402063,15.63310548,2.790979476,11.97690409,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2016,2016,2016.581967,2016.912568,"2016 PMA-R5","PMA",0,"PMA2016_GHR5_HHQFQ_v1_22Aug2017",0.103358786,0.214832836,0.141283848,0.013397579,0.005704199,0.013617565,0,"0_7360_2016_NA"
"15-49",5636,NA,NA,NA,NA,13.03264151,10.88072175,2.151919761,12.84560033,NA,NA,NA,"UW","0",NA,NA,1,288,"Ghana",2017,2018,2017.786301,2018.038356,"2017-2018 MICS ","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5636_2017_NA"
"15-49",7497,NA,NA,NA,NA,14.72684419,11.65794218,2.539195049,11.79319225,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2017,2017,2017.665753,2017.912329,"2017 PMA-R6","PMA",0,"PMA2017_GHR6_HHQFQ_v2_15Jul2019",0.117609736,0.244723263,0.105653231,0.011945432,0.005983143,0.011931352,0,"0_7497_2017_NA"
"15-44",1763,NA,NA,NA,NA,3.140773976,2.860347729,0.280426248,NA,NA,NA,NA,"UW","?",NA,NA,0,320,"Guatemala",1987,1987,1987.665753,1987.99726,"1987 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1763_1987_NA"
"15-49",1770,NA,NA,NA,NA,3.234965362,3.063156097,0.171809265,2.257437523,NA,NA,NA,"UW","0",NA,NA,0,320,"Guatemala",1995,1995,1995.413699,1995.99726,"1995 DHS","DHS",0,"gu34",0.131602833,0.492314776,0.126536992,0.003830147,0.000844905,0.00277439,0,"0_1770_1995_NA"
"15-49",207,NA,NA,NA,NA,4.227189756,4.165473978,0.061715778,2.342104209,NA,NA,NA,"UW","0",NA,NA,0,320,"Guatemala",1998,1999,1998.832877,1999.410959,"1998-1999 DHS Interim","National survey",0,"gu42",0.214259518,0.624153641,0.182613623,0.008552952,0.000384927,0.004153042,0,"0_207_1998_NA"
"15-49",173,"Estimated from data reported for all women and married/in-union women.","Traditional methods include folk methods.",NA,NA,5.333453138,4.810892662,0.522560476,NA,NA,NA,NA,"UW","0",NA,"Including folk methods.",0,320,"Guatemala",2002,2002,2002.315068,2002.882192,"2002 ENSMI","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_173_2002_NA"
"15-49",3119,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,7.728688525,7.153606557,0.575081967,NA,NA,NA,NA,"UW","0",NA,NA,0,320,"Guatemala",2008,2009,2008.748634,2009.493151,"2008-2009 ENSMI","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_3119_2008_NA"
"15-49",5790,NA,NA,NA,NA,10.13676125,9.175050031,0.961711221,2.79786152,NA,NA,NA,"UW","0",NA,NA,0,320,"Guatemala",2014,2015,2014.747945,2015.493151,"2014-2015 ENSMI","DHS",0,"gu71",0.042539582,0.117991869,0.070666169,0.003533141,0.001119655,0.001909382,0,"0_5790_2014_NA"
"15-49",1738,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,7.933299075,5.034750764,2.898548311,NA,NA,NA,NA,"UW","0",NA,NA,0,324,"Guinea",1992,1992,1992.330601,1992.579235,"1992 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1738_1992_NA"
"15-49",1739,NA,NA,NA,NA,13.87962788,7.860074747,6.019553129,7.982944031,NA,NA,NA,"UW","0",NA,NA,0,324,"Guinea",1999,1999,1999.328767,1999.578082,"1999 DHS","DHS",0,"gn41",0.113529257,0.137702339,0.107751906,0.005780826,0.006035001,0.006280374,0,"0_1739_1999_NA"
"15-49",1740,NA,NA,NA,NA,15.59563886,11.21856697,4.377071896,9.680816052,NA,NA,NA,"UW","0",NA,NA,0,324,"Guinea",2005,2005,2005.084932,2005.493151,"2005 DHS","DHS",0,"gn53",0.117286378,0.169757992,0.094803461,0.004914401,0.00219247,0.006244595,0,"0_1740_2005_NA"
"15-49",5422,NA,NA,NA,NA,16.62692403,13.73466866,2.892255379,10.15004167,NA,NA,NA,"UW","0",NA,NA,0,324,"Guinea",2012,2012,2012.415301,2012.830601,"2012 DHS","DHS",0,"gn62",0.090048856,0.161565537,0.088875943,0.007570087,0.003176121,0.005450406,0,"0_5422_2012_NA"
"15-49",5676,NA,NA,NA,NA,12.0728372,10.32920763,1.743629574,NA,NA,NA,NA,"UW","0",NA,NA,1,324,"Guinea",2016,2016,2016,2016,"2016 MICS","MICS",0,"gnwm5",0.10606447,0.229659969,0.105018105,0.005941717,0.003357722,0.009512109,0,"0_5676_2016_NA"
"15-49",7623,NA,NA,NA,NA,13.96541603,13.32273004,0.642685987,6.940868185,NA,NA,NA,"UW","0",NA,NA,0,324,"Guinea",2018,2018,2018.084932,2018.493151,"2018 DHS","DHS",0,"gn71",0.082362207,0.271031823,0.083169342,0.004253197,0.000521853,0.002198366,0,"0_7623_2018_NA"
"15-49",1895,NA,NA,NA,NA,9.158644624,6.998500328,2.160144296,NA,NA,NA,NA,"UW","0",NA,NA,0,624,"Guinea-Bissau",2000,2000,2000.273224,2000.396175,"2000 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1895_2000_NA"
"15-49",176,NA,NA,NA,NA,29.60845536,27.14374779,2.464707578,NA,NA,NA,NA,"UW","0",NA,NA,1,624,"Guinea-Bissau",2006,2006,2006.358904,2006.443836,"2006 MICS","MICS",0,"gbwm3",0.072848316,0.162315276,NA,0.013906719,0.003691276,NA,0,"0_176_2006_NA"
"15-49",5637,NA,NA,NA,NA,43.29336472,40.10194738,3.191417343,13.57303374,NA,NA,NA,"UW","0",NA,NA,1,624,"Guinea-Bissau",2014,2014,2014.161644,2014.578082,"2014 MICS","MICS",0,"gbwm5",0.053064879,0.124725989,0.067810237,0.012108698,0.003597832,0.007842031,0,"0_5637_2014_NA"
"15-49",7571,"Figures by method do not sum up to total. Missing answers about specific contraceptive method used not assigned to modern or traditional.",NA,NA,NA,44.19527211,41.60254632,2.364423215,13.04152676,NA,NA,NA,"UW","0",NA,NA,1,624,"Guinea-Bissau",2018,2019,2018,2019,"2018-2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7571_2018_NA"
"15-49",1893,NA,NA,NA,NA,10.84649465,9.839181884,1.007312764,NA,NA,NA,NA,"UW","0",NA,NA,1,328,"Guyana",2006,2007,2006.243836,2007.038356,"2006-2007 MICS","MICS",0,"gywm3",0.10486196,0.264219314,NA,0.009228408,0.002609102,NA,0,"0_1893_2006_NA"
"15-49",4701,NA,NA,NA,NA,23.56020818,22.04493576,1.515272419,6.733929627,NA,NA,NA,"UW","0",NA,NA,0,328,"Guyana",2009,2009,2009.161644,2009.578082,"2009 DHS","DHS",0,"gy5i",0.091992032,0.209918508,0.118992633,0.014282832,0.002945037,0.007146196,0,"0_4701_2009_NA"
"15-49",5675,NA,NA,NA,NA,7.547539098,6.1331567,1.414382398,6.728308315,NA,NA,NA,"UW","0",NA,NA,1,328,"Guyana",2014,2014,2014,2014,"2014 MICS","MICS",0,"gywm5",0.146262946,0.340500011,0.128453007,0.008184121,0.004552127,0.007764056,0,"0_5675_2014_NA"
"15-49",7811,NA,NA,NA,NA,8.539099078,7.572670265,0.946184364,NA,NA,NA,NA,"UW","0",NA,NA,1,328,"Guyana",2019,2020,2019.413699,2020.15847,"2019-2020 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7811_2019_NA"
"15-49",4521,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,0.7,0.3,0.4,NA,NA,NA,NA,"UW","0",NA,NA,0,332,"Haiti",1989,1989,1989.665753,1989.830137,"1989 CPS","CPS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_4521_1989_NA"
"15-49",1764,NA,NA,NA,NA,4.418902745,2.929901193,1.489001552,NA,NA,NA,NA,"UW","0",NA,NA,0,332,"Haiti",1994,1995,1994.49589,1995.082192,"1994-1995 DHS","DHS",0,"ht31",0.141121934,0.190491068,NA,0.003994538,0.002780105,NA,0,"0_1764_1994_NA"
"15-49",1765,NA,NA,NA,NA,7.003813476,5.754084554,1.249728922,5.939251541,NA,NA,NA,"UW","0",NA,NA,0,332,"Haiti",2000,2000,2000.084699,2000.579235,"2000 DHS","DHS",0,"ht42",0.112198079,0.203310029,0.101865152,0.006033512,0.002481229,0.005584572,0,"0_1765_2000_NA"
"15-49",1785,NA,NA,NA,NA,9.856962911,8.085183132,1.771779779,6.722575963,NA,NA,NA,"UW","0",NA,NA,0,332,"Haiti",2005,2006,2005.747945,2006.493151,"2005-2006 DHS","DHS",0,"ht50",0.112115498,0.181633582,0.08338288,0.008280931,0.00313123,0.005087482,0,"0_1785_2005_NA"
"15-49",5451,NA,NA,NA,NA,10.54873618,9.946953156,0.60178302,9.659949577,NA,NA,NA,"UW","0",NA,NA,0,332,"Haiti",2012,2012,2012,2012.494536,"2012 DHS","DHS",0,"ht61",0.070043724,0.191934666,0.059329505,0.006271434,0.001147455,0.0051986,0,"0_5451_2012_NA"
"15-49",5825,NA,NA,NA,NA,13.22500497,12.11810932,1.10689565,11.11047672,NA,NA,NA,"UW","0",NA,NA,0,332,"Haiti",2016,2017,2016.833333,2017.326027,"2016-2017 DHS","DHS",0,"ht70",0.057161235,0.15036654,0.055340628,0.00606115,0.001636487,0.00539112,0,"0_5825_2016_NA"
"15-44",157,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,5.396420582,5.040044743,0.356375839,NA,NA,NA,NA,"UW","?",NA,NA,0,340,"Honduras",1987,1987,1987.432877,1987.884932,"1987 EFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0,"0_157_1987_NA"
"15-44",707,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,6.940581977,6.268460576,0.672121402,NA,NA,NA,NA,"UW","?",NA,NA,0,340,"Honduras",1991,1992,1991,1992,"1991-1992 ENESF-RHS","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_707_1991_NA"
"15-44",199,"Estimated from data reported for never married women and formerly married women.",NA,NA,NA,9.4,9.1,0.3,NA,NA,NA,NA,"UW","?",NA,NA,1,340,"Honduras",1996,1996,1996,1996.745902,"1996 ENESF","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_199_1996_NA"
"15-44",640,NA,NA,NA,NA,13.05794809,12.09444444,0.96350365,5.069402985,NA,NA,NA,"UW","?",NA,NA,0,340,"Honduras",2001,2001,2001.084932,2001.745205,"2001 ENESF","RHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_640_2001_NA"
"15-49",1788,NA,NA,NA,NA,12.57362858,11.76494196,0.808686623,3.714131674,NA,NA,NA,"UW","0",NA,NA,0,340,"Honduras",2005,2006,2005.747945,2006.410959,"2005-2006 DHS","DHS",0,"hn52",0.04593899,0.149279285,0.066476833,0.004527973,0.001187295,0.002321245,0,"0_1788_2005_NA"
"15-49",5056,NA,NA,NA,NA,17.26676241,15.79805517,1.468707232,3.831791922,NA,NA,NA,"UW","0",NA,NA,0,340,"Honduras",2011,2012,2011.665753,2012.579235,"2011-2012 DHS","DHS",0,"hn62",0.037649728,0.113098146,0.061480991,0.004805656,0.001540007,0.002167175,0,"0_5056_2011_NA"
"15-49",7581,NA,NA,NA,NA,20.28759828,19.83573062,0.408751732,7.186995946,NA,NA,NA,"UW","0",NA,NA,1,340,"Honduras",2019,2019,2019.438356,2019.950685,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_7581_2019_NA"
"21-49",6010,NA,"Modern methods exclude female and male sterilisation.",NA,NA,13.2,12.1,1.1,NA,NA,NA,NA,"UW","+","-",NA,1,348,"Hungary",2008,2009,2008.833333,2009.084932,"2008-2009 GGS","GGS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_6010_2008_NA"
"15-49",1792,NA,NA,NA,NA,6.681353873,6.646541052,0.034812821,NA,NA,NA,NA,"UW","0",NA,NA,0,356,"India",2005,2006,2005.832877,2006.663014,"2005-2006 NFHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_1792_2005_NA"
"15-49",5565,NA,NA,NA,NA,6.106348452,6.032470147,0.073878305,0.048501256,NA,NA,NA,"UW","0",NA,NA,0,356,"India",2015,2016,2015.052055,2016.923497,"2015-2016 NFHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0,"0_5565_2015_NA"
